freq,unit,mot_nrg,engine,geo,year,registration_count
A,NR,PET,CC_GE2000,RO,1970,
A,NR,PET,CC_GE2000,RS,1970,
A,NR,PET,CC_GE2000,SE,1970,
A,NR,PET,CC_GE2000,SI,1970,
A,NR,PET,CC_GE2000,TR,1970,
A,NR,PET,CC_GE2000,UA,1970,
A,NR,PET,CC_GE2000,UK,1970,
A,NR,PET,CC_GE2000,XK,1970,
A,NR,PET,CC_LT1400,AT,1970,
A,NR,PET,CC_LT1400,BA,1970,
A,NR,PET,CC_LT1400,BE,1970,
A,NR,PET,CC_LT1400,CH,1970,
A,NR,PET,CC_LT1400,CY,1970,
A,NR,PET,CC_LT1400,CZ,1970,
A,NR,PET,CC_LT1400,DE,1970,
A,NR,PET,CC_LT1400,EE,1970,
A,NR,PET,CC_LT1400,EL,1970,
A,NR,PET,CC_LT1400,ES,1970,
A,NR,PET,CC_LT1400,FI,1970,
A,NR,PET,CC_LT1400,FR,1970,
A,NR,PET,CC_LT1400,GE,1970,
A,NR,PET,CC_LT1400,HR,1970,
A,NR,PET,CC_LT1400,HU,1970,
A,NR,PET,CC_LT1400,IE,1970,40749.0
A,NR,PET,CC_LT1400,IS,1970,
A,NR,PET,CC_LT1400,IT,1970,
A,NR,PET,CC_LT1400,LI,1970,
A,NR,PET,CC_LT1400,LT,1970,
A,NR,PET,CC_LT1400,LU,1970,
A,NR,PET,CC_LT1400,LV,1970,
A,NR,PET,CC_LT1400,MD,1970,
A,NR,PET,CC_LT1400,ME,1970,
A,NR,PET,CC_LT1400,MT,1970,
A,NR,PET,CC_LT1400,NO,1970,
A,NR,PET,CC_LT1400,PL,1970,
A,NR,PET,CC_LT1400,PT,1970,
A,NR,PET,CC_LT1400,RO,1970,
A,NR,PET,CC_LT1400,RS,1970,
A,NR,PET,CC_LT1400,SE,1970,
A,NR,PET,CC_LT1400,SI,1970,
A,NR,PET,CC_LT1400,TR,1970,
A,NR,PET,CC_LT1400,UA,1970,
A,NR,PET,CC_LT1400,UK,1970,
A,NR,PET,CC_LT1400,XK,1970,
A,NR,PET,TOTAL,AL,1970,
A,NR,PET,TOTAL,AT,1970,
A,NR,PET,TOTAL,BA,1970,
A,NR,PET,TOTAL,BE,1970,
A,NR,PET,TOTAL,BG,1970,
A,NR,PET,TOTAL,CH,1970,
A,NR,PET,TOTAL,CY,1970,
A,NR,PET,TOTAL,CZ,1970,
A,NR,PET,TOTAL,DE,1970,
A,NR,PET,TOTAL,DK,1970,
A,NR,PET,TOTAL,EE,1970,
A,NR,PET,TOTAL,EL,1970,
A,NR,PET,TOTAL,ES,1970,
A,NR,PET,TOTAL,EU27_2020,1970,
A,NR,PET,TOTAL,FI,1970,
A,NR,PET,TOTAL,FR,1970,
A,NR,PET,TOTAL,GE,1970,
A,NR,PET,TOTAL,HR,1970,
A,NR,PET,TOTAL,HU,1970,
A,NR,PET,TOTAL,IE,1970,
A,NR,PET,TOTAL,IS,1970,
A,NR,PET,TOTAL,IT,1970,
A,NR,PET,TOTAL,LI,1970,
A,NR,PET,TOTAL,LT,1970,
A,NR,PET,TOTAL,LU,1970,
A,NR,PET,TOTAL,LV,1970,
A,NR,PET,TOTAL,MD,1970,
A,NR,PET,TOTAL,ME,1970,
A,NR,PET,TOTAL,MT,1970,
A,NR,PET,TOTAL,NL,1970,
A,NR,PET,TOTAL,NO,1970,
A,NR,PET,TOTAL,PL,1970,
A,NR,PET,TOTAL,PT,1970,
A,NR,PET,TOTAL,RO,1970,
A,NR,PET,TOTAL,RS,1970,
A,NR,PET,TOTAL,SE,1970,
A,NR,PET,TOTAL,SI,1970,
A,NR,PET,TOTAL,SK,1970,
A,NR,PET,TOTAL,TR,1970,
A,NR,PET,TOTAL,UA,1970,
A,NR,PET,TOTAL,UK,1970,
A,NR,PET,TOTAL,XK,1970,
A,NR,TOTAL,TOTAL,AL,1970,
A,NR,TOTAL,TOTAL,AT,1970,
A,NR,TOTAL,TOTAL,BA,1970,
A,NR,TOTAL,TOTAL,BE,1970,295701.0
A,NR,TOTAL,TOTAL,BG,1970,
A,NR,TOTAL,TOTAL,CH,1970,
A,NR,TOTAL,TOTAL,CY,1970,
A,NR,TOTAL,TOTAL,CZ,1970,
A,NR,TOTAL,TOTAL,DE,1970,2107123.0
A,NR,TOTAL,TOTAL,DK,1970,108634.0
A,NR,TOTAL,TOTAL,EE,1970,
A,NR,TOTAL,TOTAL,EL,1970,32354.0
A,NR,TOTAL,TOTAL,ES,1970,572346.0
A,NR,TOTAL,TOTAL,EU27_2020,1970,
A,NR,TOTAL,TOTAL,FI,1970,
A,NR,TOTAL,TOTAL,FR,1970,1296240.0
A,NR,TOTAL,TOTAL,GE,1970,
A,NR,TOTAL,TOTAL,HR,1970,
A,NR,TOTAL,TOTAL,HU,1970,
A,NR,TOTAL,TOTAL,IE,1970,52947.0
A,NR,TOTAL,TOTAL,IS,1970,
A,NR,TOTAL,TOTAL,IT,1970,1363594.0
A,NR,TOTAL,TOTAL,LI,1970,
A,NR,TOTAL,TOTAL,LT,1970,
A,NR,TOTAL,TOTAL,LU,1970,11633.0
A,NR,TOTAL,TOTAL,LV,1970,
A,NR,TOTAL,TOTAL,MD,1970,
A,NR,TOTAL,TOTAL,ME,1970,
A,NR,TOTAL,TOTAL,MK,1970,
A,NR,TOTAL,TOTAL,MT,1970,
A,NR,TOTAL,TOTAL,NL,1970,432231.0
A,NR,TOTAL,TOTAL,NO,1970,
A,NR,TOTAL,TOTAL,PL,1970,
A,NR,TOTAL,TOTAL,PT,1970,83800.0
A,NR,TOTAL,TOTAL,RO,1970,
A,NR,TOTAL,TOTAL,RS,1970,
A,NR,TOTAL,TOTAL,SE,1970,
A,NR,TOTAL,TOTAL,SI,1970,
A,NR,TOTAL,TOTAL,SK,1970,
A,NR,TOTAL,TOTAL,TR,1970,
A,NR,TOTAL,TOTAL,UA,1970,
A,NR,TOTAL,TOTAL,UK,1970,1116196.0
A,NR,TOTAL,TOTAL,XK,1970,
A,NR,DIE,CC1400-1999,AT,1975,
A,NR,DIE,CC1400-1999,BA,1975,
A,NR,DIE,CC1400-1999,BE,1975,
A,NR,DIE,CC1400-1999,CH,1975,
A,NR,DIE,CC1400-1999,CY,1975,
A,NR,DIE,CC1400-1999,CZ,1975,
A,NR,DIE,CC1400-1999,DE,1975,
A,NR,DIE,CC1400-1999,EE,1975,
A,NR,DIE,CC1400-1999,EL,1975,
A,NR,DIE,CC1400-1999,ES,1975,
A,NR,DIE,CC1400-1999,FI,1975,
A,NR,DIE,CC1400-1999,FR,1975,
A,NR,DIE,CC1400-1999,GE,1975,
A,NR,DIE,CC1400-1999,HR,1975,
A,NR,DIE,CC1400-1999,HU,1975,
A,NR,DIE,CC1400-1999,IE,1975,
A,NR,DIE,CC1400-1999,IS,1975,
A,NR,DIE,CC1400-1999,IT,1975,
A,NR,DIE,CC1400-1999,LI,1975,
A,NR,DIE,CC1400-1999,LT,1975,
A,NR,DIE,CC1400-1999,LU,1975,
A,NR,DIE,CC1400-1999,LV,1975,
A,NR,DIE,CC1400-1999,MD,1975,
A,NR,DIE,CC1400-1999,ME,1975,
A,NR,DIE,CC1400-1999,MT,1975,
A,NR,DIE,CC1400-1999,NO,1975,
A,NR,DIE,CC1400-1999,PL,1975,
A,NR,DIE,CC1400-1999,PT,1975,
A,NR,DIE,CC1400-1999,RO,1975,
A,NR,DIE,CC1400-1999,RS,1975,
A,NR,DIE,CC1400-1999,SE,1975,
A,NR,DIE,CC1400-1999,SI,1975,
A,NR,DIE,CC1400-1999,TR,1975,
A,NR,DIE,CC1400-1999,UA,1975,
A,NR,DIE,CC1400-1999,UK,1975,
A,NR,DIE,CC1400-1999,XK,1975,
A,NR,DIE,CC_GE2000,AT,1975,
A,NR,DIE,CC_GE2000,BA,1975,
A,NR,DIE,CC_GE2000,BE,1975,
A,NR,DIE,CC_GE2000,CH,1975,
A,NR,DIE,CC_GE2000,CY,1975,
A,NR,DIE,CC_GE2000,CZ,1975,
A,NR,DIE,CC_GE2000,DE,1975,
A,NR,DIE,CC_GE2000,EE,1975,
A,NR,DIE,CC_GE2000,EL,1975,
A,NR,DIE,CC_GE2000,ES,1975,
A,NR,DIE,CC_GE2000,FI,1975,
A,NR,DIE,CC_GE2000,FR,1975,
A,NR,DIE,CC_GE2000,GE,1975,
A,NR,DIE,CC_GE2000,HR,1975,
A,NR,DIE,CC_GE2000,HU,1975,
A,NR,DIE,CC_GE2000,IE,1975,
A,NR,DIE,CC_GE2000,IS,1975,
A,NR,DIE,CC_GE2000,IT,1975,
A,NR,DIE,CC_GE2000,LI,1975,
A,NR,DIE,CC_GE2000,LT,1975,
A,NR,DIE,CC_GE2000,LU,1975,
A,NR,DIE,CC_GE2000,LV,1975,
A,NR,DIE,CC_GE2000,MD,1975,
A,NR,DIE,CC_GE2000,ME,1975,
A,NR,DIE,CC_GE2000,MT,1975,
A,NR,DIE,CC_GE2000,NO,1975,
A,NR,DIE,CC_GE2000,PL,1975,
A,NR,DIE,CC_GE2000,PT,1975,
A,NR,DIE,CC_GE2000,RO,1975,
A,NR,DIE,CC_GE2000,RS,1975,
A,NR,DIE,CC_GE2000,SE,1975,
A,NR,DIE,CC_GE2000,SI,1975,
A,NR,DIE,CC_GE2000,TR,1975,
A,NR,DIE,CC_GE2000,UA,1975,
A,NR,DIE,CC_GE2000,UK,1975,
A,NR,DIE,CC_GE2000,XK,1975,
A,NR,DIE,CC_LT1400,AT,1975,
A,NR,DIE,CC_LT1400,BA,1975,
A,NR,DIE,CC_LT1400,BE,1975,
A,NR,DIE,CC_LT1400,CH,1975,
A,NR,DIE,CC_LT1400,CY,1975,
A,NR,DIE,CC_LT1400,CZ,1975,
A,NR,DIE,CC_LT1400,DE,1975,
A,NR,DIE,CC_LT1400,EE,1975,
A,NR,DIE,CC_LT1400,EL,1975,
A,NR,DIE,CC_LT1400,ES,1975,
A,NR,DIE,CC_LT1400,FI,1975,
A,NR,DIE,CC_LT1400,FR,1975,
A,NR,DIE,CC_LT1400,GE,1975,
A,NR,DIE,CC_LT1400,HR,1975,
A,NR,DIE,CC_LT1400,HU,1975,
A,NR,DIE,CC_LT1400,IE,1975,
A,NR,DIE,CC_LT1400,IS,1975,
A,NR,DIE,CC_LT1400,IT,1975,
A,NR,DIE,CC_LT1400,LI,1975,
A,NR,DIE,CC_LT1400,LT,1975,
A,NR,DIE,CC_LT1400,LU,1975,
A,NR,DIE,CC_LT1400,LV,1975,
A,NR,DIE,CC_LT1400,MD,1975,
A,NR,DIE,CC_LT1400,ME,1975,
A,NR,DIE,CC_LT1400,MT,1975,
A,NR,DIE,CC_LT1400,NO,1975,
A,NR,DIE,CC_LT1400,PL,1975,
A,NR,DIE,CC_LT1400,PT,1975,
A,NR,DIE,CC_LT1400,RO,1975,
A,NR,DIE,CC_LT1400,RS,1975,
A,NR,DIE,CC_LT1400,SE,1975,
A,NR,DIE,CC_LT1400,SI,1975,
A,NR,DIE,CC_LT1400,TR,1975,
A,NR,DIE,CC_LT1400,UA,1975,
A,NR,DIE,CC_LT1400,UK,1975,
A,NR,DIE,CC_LT1400,XK,1975,
A,NR,DIE,TOTAL,AL,1975,
A,NR,DIE,TOTAL,AT,1975,
A,NR,DIE,TOTAL,BA,1975,
A,NR,DIE,TOTAL,BE,1975,
A,NR,DIE,TOTAL,BG,1975,
A,NR,DIE,TOTAL,CH,1975,
A,NR,DIE,TOTAL,CY,1975,
A,NR,DIE,TOTAL,CZ,1975,
A,NR,DIE,TOTAL,DE,1975,
A,NR,DIE,TOTAL,DK,1975,
A,NR,DIE,TOTAL,EE,1975,
A,NR,DIE,TOTAL,EL,1975,
A,NR,DIE,TOTAL,ES,1975,
A,NR,DIE,TOTAL,EU27_2020,1975,
A,NR,DIE,TOTAL,FI,1975,
A,NR,DIE,TOTAL,FR,1975,
A,NR,DIE,TOTAL,GE,1975,
A,NR,DIE,TOTAL,HR,1975,
A,NR,DIE,TOTAL,HU,1975,
A,NR,DIE,TOTAL,IE,1975,
A,NR,DIE,TOTAL,IS,1975,
A,NR,DIE,TOTAL,IT,1975,
A,NR,DIE,TOTAL,LI,1975,
A,NR,DIE,TOTAL,LT,1975,
A,NR,DIE,TOTAL,LU,1975,
A,NR,DIE,TOTAL,LV,1975,
A,NR,DIE,TOTAL,MD,1975,
A,NR,DIE,TOTAL,ME,1975,
A,NR,DIE,TOTAL,MT,1975,
A,NR,DIE,TOTAL,NL,1975,
A,NR,DIE,TOTAL,NO,1975,
A,NR,DIE,TOTAL,PL,1975,
A,NR,DIE,TOTAL,PT,1975,
A,NR,DIE,TOTAL,RO,1975,
A,NR,DIE,TOTAL,RS,1975,
A,NR,DIE,TOTAL,SE,1975,
A,NR,DIE,TOTAL,SI,1975,
A,NR,DIE,TOTAL,SK,1975,
A,NR,DIE,TOTAL,TR,1975,
A,NR,DIE,TOTAL,UA,1975,
A,NR,DIE,TOTAL,UK,1975,
A,NR,DIE,TOTAL,XK,1975,
A,NR,PET,CC1400-1999,AT,1975,
A,NR,PET,CC1400-1999,BA,1975,
A,NR,PET,CC1400-1999,BE,1975,
A,NR,PET,CC1400-1999,CH,1975,
A,NR,PET,CC1400-1999,CY,1975,
A,NR,PET,CC1400-1999,CZ,1975,
A,NR,PET,CC1400-1999,DE,1975,
A,NR,PET,CC1400-1999,EE,1975,
A,NR,PET,CC1400-1999,EL,1975,
A,NR,PET,CC1400-1999,ES,1975,
A,NR,PET,CC1400-1999,FI,1975,
A,NR,PET,CC1400-1999,FR,1975,
A,NR,PET,CC1400-1999,GE,1975,
A,NR,PET,CC1400-1999,HR,1975,
A,NR,PET,CC1400-1999,HU,1975,
A,NR,PET,CC1400-1999,IE,1975,8754.0
A,NR,PET,CC1400-1999,IS,1975,
A,NR,PET,CC1400-1999,IT,1975,
A,NR,PET,CC1400-1999,LI,1975,
A,NR,PET,CC1400-1999,LT,1975,
A,NR,PET,CC1400-1999,LU,1975,
A,NR,PET,CC1400-1999,LV,1975,
A,NR,PET,CC1400-1999,MD,1975,
A,NR,PET,CC1400-1999,ME,1975,
A,NR,PET,CC1400-1999,MT,1975,
A,NR,PET,CC1400-1999,NO,1975,
A,NR,PET,CC1400-1999,PL,1975,
A,NR,PET,CC1400-1999,PT,1975,
A,NR,PET,CC1400-1999,RO,1975,
A,NR,PET,CC1400-1999,RS,1975,
A,NR,PET,CC1400-1999,SE,1975,
A,NR,PET,CC1400-1999,SI,1975,
A,NR,PET,CC1400-1999,TR,1975,
A,NR,PET,CC1400-1999,UA,1975,
A,NR,PET,CC1400-1999,UK,1975,
A,NR,PET,CC1400-1999,XK,1975,
A,NR,PET,CC_GE2000,AT,1975,
A,NR,PET,CC_GE2000,BA,1975,
A,NR,PET,CC_GE2000,BE,1975,
A,NR,PET,CC_GE2000,CH,1975,
A,NR,PET,CC_GE2000,CY,1975,
A,NR,PET,CC_GE2000,CZ,1975,
A,NR,PET,CC_GE2000,DE,1975,
A,NR,PET,CC_GE2000,EE,1975,
A,NR,PET,CC_GE2000,EL,1975,
A,NR,PET,CC_GE2000,ES,1975,
A,NR,PET,CC_GE2000,FI,1975,
A,NR,PET,CC_GE2000,FR,1975,
A,NR,PET,CC_GE2000,GE,1975,
A,NR,PET,CC_GE2000,HR,1975,
A,NR,PET,CC_GE2000,HU,1975,
A,NR,PET,CC_GE2000,IE,1975,1979.0
A,NR,PET,CC_GE2000,IS,1975,
A,NR,PET,CC_GE2000,IT,1975,
A,NR,PET,CC_GE2000,LI,1975,
A,NR,PET,CC_GE2000,LT,1975,
A,NR,PET,CC_GE2000,LU,1975,
A,NR,PET,CC_GE2000,LV,1975,
A,NR,PET,CC_GE2000,MD,1975,
A,NR,PET,CC_GE2000,ME,1975,
A,NR,PET,CC_GE2000,MT,1975,
A,NR,PET,CC_GE2000,NO,1975,
A,NR,PET,CC_GE2000,PL,1975,
A,NR,PET,CC_GE2000,PT,1975,
A,NR,PET,CC_GE2000,RO,1975,
A,NR,PET,CC_GE2000,RS,1975,
A,NR,PET,CC_GE2000,SE,1975,
A,NR,PET,CC_GE2000,SI,1975,
A,NR,PET,CC_GE2000,TR,1975,
A,NR,PET,CC_GE2000,UA,1975,
A,NR,PET,CC_GE2000,UK,1975,
A,NR,PET,CC_GE2000,XK,1975,
A,NR,PET,CC_LT1400,AT,1975,
A,NR,PET,CC_LT1400,BA,1975,
A,NR,PET,CC_LT1400,BE,1975,
A,NR,PET,CC_LT1400,CH,1975,
A,NR,PET,CC_LT1400,CY,1975,
A,NR,PET,CC_LT1400,CZ,1975,
A,NR,PET,CC_LT1400,DE,1975,
A,NR,PET,CC_LT1400,EE,1975,
A,NR,PET,CC_LT1400,EL,1975,
A,NR,PET,CC_LT1400,ES,1975,
A,NR,PET,CC_LT1400,FI,1975,
A,NR,PET,CC_LT1400,FR,1975,
A,NR,PET,CC_LT1400,GE,1975,
A,NR,PET,CC_LT1400,HR,1975,
A,NR,PET,CC_LT1400,HU,1975,
A,NR,PET,CC_LT1400,IE,1975,42333.0
A,NR,PET,CC_LT1400,IS,1975,
A,NR,PET,CC_LT1400,IT,1975,
A,NR,PET,CC_LT1400,LI,1975,
A,NR,PET,CC_LT1400,LT,1975,
A,NR,PET,CC_LT1400,LU,1975,
A,NR,PET,CC_LT1400,LV,1975,
A,NR,PET,CC_LT1400,MD,1975,
A,NR,PET,CC_LT1400,ME,1975,
A,NR,PET,CC_LT1400,MT,1975,
A,NR,PET,CC_LT1400,NO,1975,
A,NR,PET,CC_LT1400,PL,1975,
A,NR,PET,CC_LT1400,PT,1975,
A,NR,PET,CC_LT1400,RO,1975,
A,NR,PET,CC_LT1400,RS,1975,
A,NR,PET,CC_LT1400,SE,1975,
A,NR,PET,CC_LT1400,SI,1975,
